,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
421,0.273,2018-06-26 20:08:03+00:00,0.877,0.0,0.123,"It was an afternoon of “God, fashion and politics or God, politics and fashion, whichever” https://t.co/TRXksDGoNi",22,@nytimes
422,-0.226,2018-06-26 19:58:04+00:00,0.837,0.1,0.063,The arrest warrant for Rosa Parks shows that it took the police a couple of tries to settle on legal language descr… https://t.co/pHehixKGv7,23,@nytimes
423,0.0,2018-06-26 19:57:04+00:00,1.0,0.0,0.0,Lionel Messi and Argentina took a dramatic and unlikely path to advance from the World Cup's group stage https://t.co/3duhtbFUSN,24,@nytimes
424,-0.296,2018-06-26 19:48:08+00:00,0.796,0.128,0.075,Iceland’s Viking Thunder Clap is meant to conjure the spirit of ancient invaders from harsh volcanic lands. But the… https://t.co/bvgJ8HUowd,25,@nytimes
425,0.0,2018-06-26 19:38:03+00:00,1.0,0.0,0.0,"RT @NYTMetro: The congressional primary on Tuesday is merely the first of two for New York voters, who will also go to the polls in Septemb…",26,@nytimes
426,0.0,2018-06-26 19:28:03+00:00,1.0,0.0,0.0,"In Opinion

Op-Ed columnist @michelleinbklyn writes, ""The right’s revulsion against a black president targeted by b… https://t.co/rT4bIARi90",27,@nytimes
427,0.44,2018-06-26 19:18:07+00:00,0.873,0.0,0.127,RT @NYTScience: We're finally starting to get a good look at the Ryugu asteroid as Japan's Hayabusa2 spacecraft slowly approaches it https:…,28,@nytimes
428,-0.296,2018-06-26 19:08:05+00:00,0.864,0.136,0.0,China’s government has turned its censors against an unlikely target: its own economic policies https://t.co/zn0mg4U5WS,29,@nytimes
429,-0.422,2018-06-26 18:58:05+00:00,0.882,0.118,0.0,RT @AndrewDasNYT: So @andrewkeh found a Mexican college student who showed up in Russia with a sombrero but no match tickets. A story of op…,30,@nytimes
430,0.25,2018-06-26 18:49:05+00:00,0.875,0.0,0.125,RT @MaggieAstor: Got a question about @nytimes political coverage? Here's your chance to ask @patrickhealynyt https://t.co/vhr3hdjnHG,31,@nytimes
431,0.0,2018-06-26 18:48:55+00:00,0.702,0.149,0.149,"RT @peterbakernyt: In upholding travel ban, Supreme Court majority rules that president’s statutory power over immigration is not undermine…",32,@nytimes
432,0.0,2018-06-26 18:48:04+00:00,0.714,0.143,0.143,"Sonia Sotomayor in her dissent of the Supreme Court's travel ban decision, lashed out at President Trump, quoting a… https://t.co/0160x3OYQx",33,@nytimes
433,0.0,2018-06-26 18:38:04+00:00,1.0,0.0,0.0,Argentina must beat Nigeria or Lionel Messi’s 2018 World Cup is over. Live updates: https://t.co/yUgXY3yBCj,34,@nytimes
434,0.0,2018-06-26 18:18:04+00:00,1.0,0.0,0.0,"RT @nytfood: The goal, according to industry analysts, is to “uncottage” cottage cheese — or, as one dairy executive put it, “Chobani it” h…",35,@nytimes
435,-0.459,2018-06-26 18:08:02+00:00,0.875,0.125,0.0,"In order for Iceland to advance, the team must defeat Croatia. Their World Cup fate also depends on the results of… https://t.co/UXnUAzHrsx",36,@nytimes
436,0.0,2018-06-26 18:00:50+00:00,1.0,0.0,0.0,We deleted this earlier tweet because it should have said President Trump's nomination of Neil Gorsuch https://t.co/abjWu2doow,37,@nytimes
437,0.0,2018-06-26 17:58:06+00:00,0.69,0.155,0.155,"With the Supreme Court's travel ban and abortion rulings, the consequences of President Trump's nomination of Neil… https://t.co/Otl1L3LT91",38,@nytimes
438,0.822,2018-06-26 17:58:06+00:00,0.607,0.087,0.306,"RT @NYTScience: If these researchers can find the most super of the ""super coral,"" they might be able to use it to restore threatened reefs…",39,@nytimes
439,-0.103,2018-06-26 17:48:05+00:00,0.833,0.092,0.075,These photos from the World Cup are missing one important element – the ball. See if you can guess where it was.… https://t.co/DNXIQHW1RS,40,@nytimes
440,-0.276,2018-06-26 17:28:06+00:00,0.905,0.095,0.0,An oral history of the rise and fall of New York City's public housing — because it wasn't always like this https://t.co/fPBtB36xaW,41,@nytimes
441,-0.637,2018-06-26 17:18:07+00:00,0.641,0.269,0.09,"David Goldblatt, who documented the oppressive racial dynamics of South Africa during apartheid and after, died on… https://t.co/4f02CnIuhI",42,@nytimes
442,0.44,2018-06-26 17:08:04+00:00,0.888,0.0,0.112,This is not how Argentina’s World Cup was supposed to go. The team now must beat Nigeria to have any hope of advanc… https://t.co/w9LKDY9aph,43,@nytimes
443,-0.743,2018-06-26 16:59:59+00:00,0.551,0.301,0.148,"RT @nytopinion: In the travel ban case, the Supreme Court's 5-4 majority turned a blind eye to racism by invoking legal rules that give the…",44,@nytimes
444,-0.44,2018-06-26 16:58:06+00:00,0.868,0.132,0.0,RT @MitchKSmith: President Trump is not letting up on his criticism of Wisconsin-based Harley-Davidson's plans to move more production over…,45,@nytimes
445,0.202,2018-06-26 16:43:42+00:00,0.899,0.0,0.101,There will be important primaries or runoff elections in 7 states today. Here's what to watch for. https://t.co/VqPDDNccJK,46,@nytimes
446,0.612,2018-06-26 16:30:51+00:00,0.84,0.0,0.16,Uber won an appeal to regain its London taxi license. It’s a victory for efforts by its new chief executive to reva… https://t.co/QqPB9Hf6Z1,47,@nytimes
447,0.026,2018-06-26 16:28:02+00:00,0.878,0.059,0.063,"Sometimes, we leave sex thinking, “What exactly just happened?” We want to hear from you and your experiences with… https://t.co/2ZeVXhkOPx",48,@nytimes
448,-0.341,2018-06-26 16:18:02+00:00,0.876,0.124,0.0,Denmark and France finished their game with the World Cup’s first 0-0 draw. Fans weren't too pleased. https://t.co/CyYtdHZbTA,49,@nytimes
449,-0.361,2018-06-26 16:12:13+00:00,0.718,0.179,0.103,RT @kartpat: How We Created a Virtual Crime Scene to Investigate Syria’s #ChemicalAttack @nytgraphics #AR #AugmentedReality https://t.co/tE…,50,@nytimes
450,0.115,2018-06-26 16:08:08+00:00,0.925,0.0,0.075,"""We must consider not only the statements of a particular President, but also the authority of the Presidency itsel… https://t.co/hOcFbEYdTF",51,@nytimes
451,-0.572,2018-06-26 15:58:06+00:00,0.812,0.188,0.0,"“Why do you hate us?” a man doing yard work asked.
“Because you’re Mexicans,” the woman said.
https://t.co/JYR4GUsuDL",52,@nytimes
452,0.0,2018-06-26 15:48:07+00:00,1.0,0.0,0.0,The murals started appearing quietly in Paris last week. Now they're confirmed as the work of Banksy — and the race… https://t.co/4Hu0vvtS2p,53,@nytimes
453,0.318,2018-06-26 15:38:05+00:00,0.887,0.0,0.113,"Coaching a World Cup team has left less time for Heimir Hallgrimsson’s original job, looking after people’s teeth i… https://t.co/N1VHK5SOvb",54,@nytimes
454,0.71,2018-06-26 15:32:37+00:00,0.544,0.105,0.351,"The Supreme Court overruled Korematsu v. United States, which endorsed the detention of Japanese-Americans during W… https://t.co/BCfSr0Kf3f",55,@nytimes
455,0.0,2018-06-26 15:28:04+00:00,1.0,0.0,0.0,Meet Colorado’s new single-issue voters: the cannabis community https://t.co/zSHQXhQnrW,56,@nytimes
456,0.026,2018-06-26 15:18:06+00:00,0.622,0.209,0.169,"Reality Winner, the first person prosecuted by the Trump administration on charges of leaking classified informatio… https://t.co/QpTRtEF5PL",57,@nytimes
457,-0.202,2018-06-26 15:10:39+00:00,0.896,0.104,0.0,"RT @UpshotNYT: “If we were to pay what we need to pay people to make a living in San Francisco, a $10 hamburger would be a $20 hamburger, a…",58,@nytimes
458,0.0,2018-06-26 14:58:03+00:00,1.0,0.0,0.0,"RT @nytopinion: What if Trump and Putin went on a date? Animator @plymptoons imagines the scene in Episode 2 of ""Trump Bites."" https://t.co…",59,@nytimes
459,-0.402,2018-06-26 14:44:09+00:00,0.632,0.234,0.134,"When the Supreme Court heard arguments on President Trump's travel ban, here are some of the questions the justices… https://t.co/KuYQsHmiin",60,@nytimes
460,0.44,2018-06-26 14:38:01+00:00,0.804,0.0,0.196,Some companies are starting to offer student loan payment benefits in response to financial challenges facing young… https://t.co/WlK8UyPbaQ,61,@nytimes
461,0.0,2018-06-26 14:34:45+00:00,0.66,0.17,0.17,RT @nytgraphics: The Supreme Court upheld President Trump's travel ban. How the justices voted: https://t.co/9CtvagjiMt https://t.co/6uTTcI…,62,@nytimes
462,0.0,2018-06-26 14:26:30+00:00,0.702,0.149,0.149,"Breaking News: President Trump’s travel ban is lawful, the Supreme Court ruled. The 5-4 decision is a major stateme… https://t.co/C2NPLBrtAz",63,@nytimes
463,-0.382,2018-06-26 14:25:32+00:00,0.588,0.261,0.151,"Breaking News: The Supreme Court blocked a California law requiring ""crisis pregnancy centers"" to tell women about… https://t.co/i1BdTlcHad",64,@nytimes
464,0.0,2018-06-26 14:18:06+00:00,1.0,0.0,0.0,"RT @taffyakner: I went to the woods because I wanted to live deliberately, but also to visit @jonathan_franzen. My profile @NYTmag is up: h…",65,@nytimes
465,0.0,2018-06-26 14:10:34+00:00,1.0,0.0,0.0,"When Pedro Cabrita Reis became an international art star, he had few peers from Portugal. His collecting habit help… https://t.co/cPH9bNgwFK",66,@nytimes
466,0.586,2018-06-26 14:00:14+00:00,0.84,0.0,0.16,"Denmark takes on France, and needs a win or draw to advance to the knockout round. Follow here for live updates: https://t.co/hdA4Pw5B2W",67,@nytimes
467,-0.226,2018-06-26 13:45:06+00:00,0.909,0.091,0.0,A judge threw out a lawsuit brought by San Francisco and Oakland against fossil fuel companies over the costs of de… https://t.co/o1KR1RUvxj,68,@nytimes
468,0.0,2018-06-26 13:31:54+00:00,1.0,0.0,0.0,President Trump has often lauded Harley-Davidson as a U.S. icon and job creator. Now he's lashing out over its plan… https://t.co/vidnQ15aNi,69,@nytimes
469,-0.422,2018-06-26 13:30:08+00:00,0.677,0.214,0.109,"“Who is this stupid God?"" The remarks of President Rodrigo Duterte startled even some of his supporters in the Phil… https://t.co/RVnlIs2T87",70,@nytimes
470,0.44,2018-06-26 13:15:02+00:00,0.868,0.0,0.132,"Lindsay Lohan is turning 32 in July. For the first time in her life, she says she feels safe. https://t.co/Nxr3qg4UD8",71,@nytimes
471,0.0,2018-06-26 13:00:12+00:00,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/DlTkfPsiV3 https://t.co/9FRqQfotwf,72,@nytimes
472,0.0,2018-06-26 12:45:06+00:00,1.0,0.0,0.0,"A new version of the 1040 income tax form may be postcard-size, but smaller is not necessarily simpler https://t.co/y85VPje5ai",73,@nytimes
473,0.077,2018-06-26 12:15:08+00:00,0.802,0.093,0.105,Technology is fast changing how people with disabilities travel. But the advantages often stop at the door of the p… https://t.co/W9A4OVgfUY,74,@nytimes
474,0.0,2018-06-26 12:00:06+00:00,1.0,0.0,0.0,This item is the most frequently found type of trash littering our beaches. Can you guess what it is? https://t.co/TFlIzyXHJ9,75,@nytimes
475,-0.34,2018-06-26 11:45:06+00:00,0.888,0.112,0.0,"So far, the Pawnee Fire has burned thousands of acres in Northern California, razing several homes and forcing hund… https://t.co/rKN6wKaVYP",76,@nytimes
476,-0.296,2018-06-26 11:30:13+00:00,0.896,0.104,0.0,No heat. Leaks. Mold and pests. New York City public housing has become synonymous with dilapidation. But it wasn’t… https://t.co/9QWo2z4WoE,77,@nytimes
477,0.0,2018-06-26 11:30:12+00:00,1.0,0.0,0.0,"Jimmy Fallon responds to President Trump: ""You’re the president! Why are you tweeting at me?” Our late-night roundu… https://t.co/A9xSjlRKT2",78,@nytimes
478,0.0,2018-06-26 11:15:09+00:00,1.0,0.0,0.0,A New York Times investigation found that pregnancy discrimination is systematic and pervasive inside America’s big… https://t.co/KZMvzd9Ah1,79,@nytimes
479,0.0,2018-06-26 11:14:04+00:00,1.0,0.0,0.0,"RT @andrewkeh: There are hundreds of thousands of soccer fans in Russia right now. They must all have a story to tell. Here's one, about wh…",80,@nytimes
480,0.077,2018-06-26 11:00:03+00:00,0.947,0.0,0.053,"“I see mothers bury their sons,” Antwon Rose II wrote in a poem. “I want my mom to never feel that pain.” The poem… https://t.co/bbPTXD2wwK",81,@nytimes
481,0.0,2018-06-26 10:45:05+00:00,1.0,0.0,0.0,The group stage of the World Cup is almost over. Here's how teams can advance to the round of 16. https://t.co/HF3UYHhybi,82,@nytimes
482,-0.226,2018-06-26 10:30:07+00:00,0.584,0.226,0.191,A rift in the Democratic party has opened over whether stoking anti-Trump outrage is helping or undermining its pro… https://t.co/PBoDtUsvCs,83,@nytimes
483,0.0,2018-06-26 10:15:06+00:00,1.0,0.0,0.0,Here are a few things to watch out for today as voters head to the polls in 7 states https://t.co/f5yFw2FO8a,84,@nytimes
484,0.0,2018-06-26 10:00:08+00:00,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/aeN8TNIbDg https://t.co/LxIAVvILIZ,85,@nytimes
485,-0.649,2018-06-26 09:45:03+00:00,0.777,0.223,0.0,"A video showed a woman in California unleashing a diatribe against Mexicans, calling them rapists, animals and drug… https://t.co/9chAU4wVJj",86,@nytimes
486,0.0,2018-06-26 09:40:05+00:00,1.0,0.0,0.0,"Who, exactly, is ISIS? That question fuels our podcast ""Caliphate."" The final episode is out, and you can listen to… https://t.co/tbZshTKDO8",87,@nytimes
487,0.0,2018-06-26 09:15:05+00:00,1.0,0.0,0.0,Sometimes spiders ride the wind https://t.co/ALoZvV1wi1,88,@nytimes
488,-0.557,2018-06-26 09:00:07+00:00,0.644,0.267,0.089,The latest discontented group to upset the Chinese Communist Party's image of dominance? Army veterans. https://t.co/ISJk9G6Lzh,89,@nytimes
489,-0.388,2018-06-26 08:43:52+00:00,0.866,0.134,0.0,"""I don't know how it works and I don't care. Never eating instant ramen any other way again."" https://t.co/pZGzyGUHjj",90,@nytimes
490,-0.25,2018-06-26 08:27:06+00:00,0.889,0.111,0.0,"Erdogan must now face Turkey's troubled economy, but his increasingly authoritarian and anti-Western bent is aliena… https://t.co/x7gitBjWeX",91,@nytimes
491,0.0,2018-06-26 08:18:42+00:00,1.0,0.0,0.0,Hedge funds and private-equity firms are pouring money into large personal-injury cases even as scrutiny of the bus… https://t.co/uaGkMk5nqP,92,@nytimes
492,0.758,2018-06-26 08:02:04+00:00,0.764,0.0,0.236,A Sri Lankan port is one of the most vivid examples of China’s ambitious use of loans and aid to gain influence aro… https://t.co/CkktD1yVWo,93,@nytimes
493,-0.718,2018-06-26 07:46:02+00:00,0.75,0.25,0.0,"RT @nytimesworld: Turkey is facing an array of economic troubles, an increasingly disgruntled populace and troubled relations with its West…",94,@nytimes
494,-0.361,2018-06-26 07:32:02+00:00,0.821,0.179,0.0,Harley-Davidson will shift some U.S. production abroad to avoid European Union tariffs imposed in retaliation to Pr… https://t.co/wukFSxrqVr,95,@nytimes
495,0.0,2018-06-26 07:17:02+00:00,1.0,0.0,0.0,"RT @coopnytimes: As Simon Rattle's 16 years at the helm of the @BerlinPhil comes to a close, you can watch and listen to some of the high p…",96,@nytimes
496,0.026,2018-06-26 07:02:01+00:00,0.939,0.0,0.061,"Following a journey that started in 2014, Japan's Hayabusa2 spacecraft will reach the Ryugu asteroid on Wednesday t… https://t.co/vRVf3Fj4ik",97,@nytimes
497,0.422,2018-06-26 06:49:27+00:00,0.741,0.0,0.259,Heathrow Airport Expansion Is Approved by U.K. Lawmakers https://t.co/GgK4oDU7zN,98,@nytimes
498,-0.565,2018-06-26 06:32:04+00:00,0.679,0.22,0.102,RT @nytimesworld: 500 died. 50 villages destroyed. Tens of thousands displaced. Yet this is not a war zone. It is farm country in Nigeria w…,99,@nytimes
499,-0.402,2018-06-26 06:02:01+00:00,0.87,0.13,0.0,"RT @joecoscarelli: scream therapy, art therapy, retail therapy, group therapy, nature therapy and more w @joncaramanica and Kanye West, who…",100,@nytimes
